"Timestamp","State","LocalAddress","LocalPort","RemoteAddress","RemotePort","OwningProcess"
"2026-06-18T05:41:28.9122632+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:29.4631395+00:00","Bound","0.0.0.0","50015","0.0.0.0","0","3056"
"2026-06-18T05:41:29.4631395+00:00","Bound","0.0.0.0","50014","0.0.0.0","0","3056"
"2026-06-18T05:41:29.4631395+00:00","Bound","0.0.0.0","50013","0.0.0.0","0","3056"
"2026-06-18T05:41:29.4631395+00:00","Bound","0.0.0.0","50012","0.0.0.0","0","3056"
"2026-06-18T05:41:29.4631395+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:29.4631395+00:00","SynSent","127.0.0.1","50015","127.0.0.1","4449","3056"
"2026-06-18T05:41:29.4631395+00:00","SynSent","127.0.0.1","50014","127.0.0.1","4449","3056"
"2026-06-18T05:41:29.4631395+00:00","SynSent","127.0.0.1","50013","127.0.0.1","4449","3056"
"2026-06-18T05:41:29.4631395+00:00","SynSent","127.0.0.1","50012","127.0.0.1","4449","3056"
"2026-06-18T05:41:29.4631395+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:29.4631395+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:29.9979683+00:00","Bound","0.0.0.0","50016","0.0.0.0","0","3056"
"2026-06-18T05:41:29.9979683+00:00","Bound","0.0.0.0","50015","0.0.0.0","0","3056"
"2026-06-18T05:41:29.9979683+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:29.9979683+00:00","SynSent","127.0.0.1","50016","127.0.0.1","4449","3056"
"2026-06-18T05:41:29.9979683+00:00","SynSent","127.0.0.1","50015","127.0.0.1","4449","3056"
"2026-06-18T05:41:29.9979683+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:29.9979683+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:30.5546078+00:00","Bound","0.0.0.0","50017","0.0.0.0","0","3056"
"2026-06-18T05:41:30.5546078+00:00","Bound","0.0.0.0","50016","0.0.0.0","0","3056"
"2026-06-18T05:41:30.5546078+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:30.5546078+00:00","SynSent","127.0.0.1","50017","127.0.0.1","4449","3056"
"2026-06-18T05:41:30.5546078+00:00","SynSent","127.0.0.1","50016","127.0.0.1","4449","3056"
"2026-06-18T05:41:30.5546078+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
"2026-06-18T05:41:30.5546078+00:00","Established","127.0.0.1","49992","127.0.0.1","49993","3056"
"2026-06-18T05:41:31.0986892+00:00","Bound","0.0.0.0","50017","0.0.0.0","0","3056"
"2026-06-18T05:41:31.0986892+00:00","Bound","0.0.0.0","50016","0.0.0.0","0","3056"
"2026-06-18T05:41:31.0986892+00:00","Bound","0.0.0.0","49993","0.0.0.0","0","3056"
"2026-06-18T05:41:31.0986892+00:00","SynSent","127.0.0.1","50017","127.0.0.1","4449","3056"
"2026-06-18T05:41:31.0986892+00:00","SynSent","127.0.0.1","50016","127.0.0.1","4449","3056"
"2026-06-18T05:41:31.0986892+00:00","Established","127.0.0.1","49993","127.0.0.1","49992","3056"
